,Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,7514
3439,Mazzo - Marriott Executive Apartments,Murali JB,"Nice place to visit. Food is good exception of biryani, starters are preferable but it has an excellent view. Pool view is quiet enjoyable and just awesome.",4,"2 Reviews , 26 Followers",3/23/2019 23:23,2,
3440,Mazzo - Marriott Executive Apartments,Anjali Gupta,You will love the ambience as soon as you step in. Good collection of cocktails and food make this place a must visit among others in Hyderabad. A great romantic getaway.,4,"56 Reviews , 156 Followers",3/22/2019 12:27,2,
3441,Mazzo - Marriott Executive Apartments,Aman Gill,"Jaw dropping ambience!!

The place is on 13th floor, it has 2 sections open pool side and inside area. Pool side is the place where you should be sitting.

I ordered biryani which was pretty nice just that it's with bone and some extra masala's I could taste in it.
Must try Ice tea and chocolate milkshake!!

Staff is quite polite.
Valet parking
They don't take reservations after 9pm
Usually over phone they say the pool side is full but you'll get some seats available for sure.
The place is open 24*7",5,"43 Reviews , 61 Followers",3/21/2019 17:38,5,
3442,Mazzo - Marriott Executive Apartments,Siddhant Chaugule,"Ambiance is good..
Servers are courteous..
#FOOD is COLD & INEIDBLE ..QUALITY IS NOT GOOD and PATHETIC..
Walk in for drinks and the ambience, KINDLY FIND ANOTHER PLACE FOR FOOD if your really hungry..",1,"3 Reviews , 122 Followers",3/20/2019 23:07,0,
3443,Mazzo - Marriott Executive Apartments,Dian Shmilev,"Roof top restaurant with a great atmosphere. You feel like you are not in Hyderabad. Food is really delicious, cocktails are worth trying, especially Long Island Ice Tea. Waiters are friendly and helpful. Music in the evening is be a little louder than necessary.",5,"5 Reviews , 3 Followers",3/18/2019 8:18,0,
3444,Mazzo - Marriott Executive Apartments,Kaushal Vadlamani,"Was here on a Saturday night for my dad's birthday. A wonderful place to spend an evening with your family and loved ones. The ambiance is calm and perfect. The staff is very helpful and understanding and will help you with anything you ask them for. The place is managed by Nithin and his courtesy and nature of serving the customer is just worth to note. Had a wonderful time, cheers.",5,"3 Reviews , 4 Followers",3/17/2019 16:58,0,
3445,Mazzo - Marriott Executive Apartments,Sonal Ambani,The buffet is good and rather than the ala carte. 10/10 for the decor and ambience. The service was quick. Beautiful view of Hyderabad. A must visit place.,4,"4 Reviews , 2 Followers",3/15/2019 10:47,1,
3446,Mazzo - Marriott Executive Apartments,Vinaya Chekuri,"Elegant ambience, can't say stellar but an interesting place. For its suave, it ought to visited.
Brownie tasted perfect. For a moment didn't know if it was really tasty or I was just hungry, my date voted the former idea. It was delectable anyway. 😀
Chicken Tikka Kebab was good enough for me as a first timer. Probably the second time, I may not stop appreciating the taste of kebabs at Bawarchis-Green, Red, Gold or VIBGYOR at each of those street corners.
I was optimistic enough to ignore consequences of only I among two of us decided to have buffet. Hope against hope perhaps, the guy said that we can't share from one buffet order. Voila, I also had to give up buffet. (I can't force the lady to have it when she wasn't keen about it.) Thatz the 4 stars, else an easy 5🌠 experience.
Best place for photographs; one can cherish the look at Botanical garden, chunk of greenery with a silver traffic lining from the rooftop.
- Paul, IG: paulo_prav",4,"2 Reviews , 2 Followers",3/15/2019 8:32,0,
3447,Mazzo - Marriott Executive Apartments,Shailesh Agarwal,"The place is pretty beautiful with serene ambience with a poolside sitting.
The food was also pretty good but was disappointed with the biryani served as it wasn't hot but just a tad warm which certainly affected the taste.
The service staff were also very friendly.
Would definitely recommend if you are looking for a nice and a calm dinner with the loved ones.",4,"4 Reviews , 1 Follower",3/13/2019 19:06,0,
3448,Mazzo - Marriott Executive Apartments,Anjana Dandekar,"Reach out to @thehedonisticbhukkad on Instagram for more! :)

Visited this place for a rather late lunch, say somewhere around 3/4.

Ambience - Simply classic and sufficiently spacious (at least,we felt so because we were the only customers in the restaurant.) This place reeks of class & elegance from the moment you step inside the elevator. The place is brightly lit and relaxing. Though the rooftop view is breathtaking coupled with sitting by the poolside, we preferred sitting indoors.

Service - Gopal was our server for the day. Courteous and meticulous, he helped us with suggestions for dishes more suitable for our tastes. The staff overall seemed to be attentive and polite.

Food - We ordered two drinks(I can't recollect the names, sorry for that) and they arrived promptly at our table within no time. Ordered Caprese Bruschetta and Creamy Pesto Penne Pasta.
I've tried Bruschetta at other places but never savoured it the way I did here. The freshness of toppings was evident. The pasta was sufficient for two and that again, was a delight to eat. Had to rush,hence couldn't try the desserts.

Overall, dining at Mazzo is an indulgence. The prices might seem steep for some, but for the experience it provides, it is definitely worth a visit.",5,"33 Reviews , 119 Followers",3/13/2019 14:46,3,
3449,Mazzo - Marriott Executive Apartments,Satya Rama Varma Tamminidi,"Visited 3 times every time enjoyed the food, tomorrow 12 th March again i am visiting to celebrate My Kids Birthday hope it will not disappoint my kid",5,"4 Reviews , 19 Followers",3/11/2019 12:15,0,
3450,Mazzo - Marriott Executive Apartments,Jayadev Moturi,"Been there for brunch, food is average at best. Ambience was good and service also pretty good. Aritra the staff there was very friendly.
The place has a lot of potential, lovely view and swimming pool area. They should improve food and also the menu itself.",3,"4 Reviews , 42 Followers",3/10/2019 15:58,0,
3451,Mazzo - Marriott Executive Apartments,Abhishek And Moumita Ghosh,Too good..food taste is really awesome...taste was really awesome...Amit..one of the cooks was really nice..really enjoyed..went to celebrate 11 years of togetherness..thanks Marriott..will come again,5,"76 Reviews , 1411 Followers",3/9/2019 21:38,0,
3452,Mazzo - Marriott Executive Apartments,T R L,"Hyderabad's best rooftop as of now. With an unparalleled ambience, Mazzo is hands down the prettiest pool side eatery I have visited in town. Evenings here are absolutely beautiful, sunrises and sunsets are magical. Open 24/7 this rooftop will have you falling in love all around the year.

Ive tried their Sunday brunch. And it's an experience you don't want to miss. I won't exaggerate, the food isn't out of this world. It's decent. A respectable salad bar",4,"48 Reviews , 19 Followers",3/7/2019 10:10,0,
3453,Mazzo - Marriott Executive Apartments,Ariema Singh,5/5 for the ambience. The pool side tables under the starry sky is the best - super romantic. No complaints with the food. The bruschetta is great but only if you have a taste for English food with a sparkle of Indian touch.,5,1 Review,3/5/2019 22:00,0,
3454,Mazzo - Marriott Executive Apartments,Sai Kumar,"This was my first visit to this place. Hospitality is something that needs to be practiced and valued and Manager ""Mani"" mastered it! Received a warm welcome from the staff. Wonderful experience with the service and hospitality and food was ofcourse damn yumm!!

Thanks a lot manager ""MANI"" for making my birthday special and most memorable",5,"1 Review , 21 Followers",3/5/2019 0:06,0,
3455,Mazzo - Marriott Executive Apartments,Vikram Shirole,"We had our office party with group of 30folks, and this place is amazing to have corporate party around this area. Ambiance is really nice. Your dinner table in front of swimming pool.
Verity of food menu, serving of started etc. everything was awesome. highly recommend this for corporate party..",5,"12 Reviews , 8 Followers",3/4/2019 7:48,0,
3456,Mazzo - Marriott Executive Apartments,Aletimounikareddy12,This place is amazing. We went for Sunday brunch and the food was really good .View and the ambience was awesome. Would definitely recommend for those who want to have lots of food and relax and have a perfect weekend.,5,1 Review,3/3/2019 16:30,1,
3457,Mazzo - Marriott Executive Apartments,VARMA,"This place is awesome to spend midnight parts in Hyderabad ,very good service I loved it ,lovely view I enjoyed alot and price is reasonable",5,1 Review,3/1/2019 3:57,0,
3458,Mazzo - Marriott Executive Apartments,Debangana Tarafdar,"Mazzo, located on top of SLN Terminus, is the dining wing, for Marriott’s modern extended-stay apartment hotel.
Marriott is known for it’s hospitality, and you will experience that, here at Mazzo.

I went to Mazzo, for lunch on a sultry afternoon. The view by the pool was spectacular, and breathtaking.
I could totally see, how this can be the most perfect date place.

I had a continental meal, and boy was it amazing! I had a few dishes out of the menu, and complements to the chef, Amit, for getting everything so right.

I had Indian Shorba and Fish n Chips for starters; Pork Chops and Spaghetti Carbonara for my main course; and a Brownie with icecream for desert.

Every dish was fantastic. But the Fish n Chips and Pork Chops blew my mind.

The fish was delicious, and the batter was perfect.

The Pork Chops were extremely juicy, and cooked to perfection. The mashed potato was oh so buttery and dreamy. And, how can I forget that demi-glace sauce. Beautiful!

The spaghetti carbonara with bacon was love.

Plating was just so Marriot! Elegant yet simple.

And, all of this, while sitting in one of the most beautiful places in the city.

A heartfelt thank you to the team at Mazzo, for putting together such a beautiful meal.",5,"117 Reviews , 980 Followers",2/27/2019 23:31,8,
3459,Mazzo - Marriott Executive Apartments,Eat Like Jo 👨🏻‍🍳,"Such a special night to remember when we decided to dine in for a midnight dinner at the beautiful poolside restaurant at Marriott Hotels. We had made the night special and Marriott in turn surprised us with their lip smacking dishes too. We had our hands on few cocktails namely Eye of the tiger and Bull frog which kept the mood flowing for the night.
The Chicken and Thyme pasta that night was absolutely delicious as the cheese has melted really well as could really enjoy the real taste. Hands on this was the best compared to any pasta I tried in restaurants at Hyderabad. Absolutely wonderful.
Wok tossed Hakka noodles too surprised as it lived upto the name of why it’s called a Hakka. It purely means an explosion of different flavours in a noodles and it really was. At above ₹400 both dishes really is worth the money further considering the hospitality and the ambience of the hotel.

Food-5/5
Ambience-5/5
Service-3/5
Value for money-4/5",5,"212 Reviews , 524 Followers",2/27/2019 19:40,5,
3460,Mazzo - Marriott Executive Apartments,Saugat Roy,"This is one place where one can spend a Lowsy Sunday. Mr. Nitin was courteous enough to welcome us when we reached Mazzo. The first view which attracts everyone is the pool side arrangement. As i am a hard core non vegetarian the live counters attracted me the most. The Macrail and pork were the best starters of the lot. Chef Aritra was courteous enough to come and check for the taste of food. He also ensured that my son gets to taste the non spicy foods such as Japanese noodles and Murtabak. The cocktails served were also as per expectation.
The buffet lunch was good but we all were full to taste them. Desert section attracted my son, so we had few chocolate crossant and pastries.
Overall a great place to hang out with family and friends. Looking forward for evening visit now.",5,"3 Reviews , 2 Followers",2/25/2019 20:50,2,
3461,Mazzo - Marriott Executive Apartments,Kavya Reddy,The food was very good and Tasty though there were limited options in menu. I liked the ambiance and service more. Best time to go would be in the evening.,5,"1 Review , 1 Follower",2/23/2019 13:10,0,
3462,Mazzo - Marriott Executive Apartments,Susmitha Yenugula,"I will start off with what impressed me the most and go from there:

Service (5/5)
I worked with Nitin to host a wedding shower for my sister and brother in law, with a guest list of 30 people. Nitin was so easy to talk to and tried his best to accommodate all my requests. His staff was very courteous and even helped me when the decor team came to setup. At the party, they were attentive to all my guests and followed instructions well. Nitin even provided me with a speaker so I could play songs during the party. There are a lot of things that could stress someone out when hosting a party, but the location and the staff were not on that list. It is a genuine relief that I had Nitin and his team to help me.

Ambience (5/5)
The location is PERFECT if you want to host a party, take someone out on a date or just relax with your friends on a Friday evening after work. Good aesthetics along with attention to detail makes this place what it is - the rooftop, the pool, the bar, the lounge chairs by the pool, the lighting at night, the city views. 

Food (4/5)
I created the food and drinks menu for my guests with help from Nitin. Mazzo has a HUGE menu you can choose from if you're hosting a party. I for one was confused with all the choices but Nitin's suggestions were well received. Appetizers were amazing and main course was pretty good. They even have the option of live stations - pasta, Mongolian, chaat etc. Overall, diverse options.",5,"1 Review , 1 Follower",2/20/2019 2:46,0,
3463,Mazzo - Marriott Executive Apartments,Rakshit Agarwal,"Went there for dinner with family,it's located just above SLN Terminus.
Must say it has a terrific ambience and decor, especially loved the poolside view of the place,but the food is strictly average and their service is terribly slow and a big let down.",3,"17 Reviews , 3 Followers",2/18/2019 17:13,0,
3464,Mazzo - Marriott Executive Apartments,Alice S Iased,"Absolutely stunning! From their customer service, ambience to food! From the get go, The Manager Nitin was helpful and assisted me in organizing an awesome Couple Shower for my Sis and her Partner! They let us have the best spot by the pool, let us decorate, served us entree at the table and set up speakers for us play our own music! Their service was impeccable through out that night. Thanks Mazzo & Nitin for helping me to make it memorable for my sis and her now husband!

Just look at those happy smiles!

Cheers and keep up the stellar service!
Alice",5,1 Review,2/18/2019 16:09,0,
3465,Mazzo - Marriott Executive Apartments,Satabdi Mohanty,We had dinner here on new years eve.The servers here are just wonderful . We sat on the pool front patio and enjoyed the view with our delicious wine and dinner. Must try!,5,"1 Review , 14 Followers",2/17/2019 18:43,4,
3466,Mazzo - Marriott Executive Apartments,Rejia Rojalin,"Best place in the city special for the brunch
Nice food,staff was very nice and friendly
I really enjoyed my Sunday in this place

Amazing ambience that anyone will fall in love",5,"2 Reviews , 8 Followers",2/17/2019 18:15,1,
3467,Mazzo - Marriott Executive Apartments,Dhruv Chhabra,Amazing place to be when you need a cool and chilled out place. Dine near the pool area for a soothing experience. One of the best ambience of a pool side drink with calm environment and amazing wether view.,5,"5 Reviews , 6 Followers",2/17/2019 17:51,0,
3468,Mazzo - Marriott Executive Apartments,Pragyan Sahu,"Visited this place during Christmas..nice place...starters r super tasty..cool, windy place..pool side area is an awesome place for hangout..",5,"1 Review , 10 Followers",2/17/2019 12:51,0,
3469,Mazzo - Marriott Executive Apartments,Ankita Singh,"Wow!! This place doesn't serve alcohol after 10:30 pm. I didn't see that mentioned anywhere. Their contact numbers are not reachable.
Pathetic experience",1,3 Reviews,2/16/2019 0:44,0,
3470,Mazzo - Marriott Executive Apartments,Pranay Agarwal,"so the place is quite decent poolside place and njoy ur dates and they hav classy indoor sittin too..food is good but to be corrected as per our needs mostly bcz i like spicy food

food 4/5
ambience 4/5
service 4/5
bar 3/5",4,"122 Reviews , 1206 Followers",2/15/2019 18:53,0,
3471,Mazzo - Marriott Executive Apartments,Madhavi Mvh,I had great respect for marriott hotel but i lost everythig when i went their in my special day valentines day! It was the most horrible experience !! The service is very bad and they were harsh with the customers ! I dint expect this from marriott hotel i dint think i will ever goto marriott again!!!,1,"1 Review , 106 Followers",2/14/2019 21:07,0,
3472,Mazzo - Marriott Executive Apartments,Diwakar U R S,"Of all the places I have ever been, Mazzo stands on the 2nd place. With the amazing view of the city and open air dining area, this place definitely leaves a great impression in people's mind. Variations within the available type of cuisines, this is a place for everyone. The service was fantastic. The food was really amazing. Salads really melt in your mouth, especially the Woldrof Salad. A connoisseur will have no second thought in choosing this place. As they say, good food goes well with good wine, you have a bar with a wide am variety of drinks. People will love this place. I say it's a bit pricey, but hey, good quality comes with a high price...

Thank you Mazzo. It was an amazing feeling to eat here.",5,"26 Reviews , 1 Follower",2/13/2019 23:24,7,
3473,Mazzo - Marriott Executive Apartments,Sanjana Sridhar,Reservation was confirmed on the phone multiple times as I was hosting a group of 20 people but we didn't have a table when we reached. I was told that I spoke to one employee but the other employee didn't know so its not his responsibility. I however contacted the hotel so not sure how I am supposed to inform ALL employees for a simple reservation. It was quite an inconvenience because the whole group was made to stand for 15 mins and wait and move tables as well. The staff was not apologetic either so we were quite disappointed. This was a corporate booking with colleagues so we would not have expected this to happen,3,"1 Review , 146 Followers",2/12/2019 11:46,0,
3474,Mazzo - Marriott Executive Apartments,Debabrati Sonia,"The place has an amazing ambiance, nice seating at rooftop beside the pool with amazing view. And all 3 stars goes for it. But the food is not great at all.. u can go there just to enjoy the view, but food a big NO.. the biriyani was very dry, hardly any options for starters or desserts. The staff were extremely courteous and srrvice was also okay.",3,"15 Reviews , 13 Followers",2/7/2019 12:05,7,
3475,Mazzo - Marriott Executive Apartments,Hezy Long,"Sunday brunch can't be better than in this place.The food,the drinks, ambience and the view- it's all WOW.I had my share of awesome drinks and splendid time that I hardly clicked any pictures. Special thanks to Dinesh and Hmingte for the green tea which helped us get back home 😝😝😍😍😍",5,"16 Reviews , 40 Followers",2/6/2019 2:25,0,
3476,Mazzo - Marriott Executive Apartments,Pratima Hanumanula,Amazing place with a beautiful view of Hyderabad and the staff was very very helpful and courteous. The chef made sure the dishes were made to our liking and he was extremely helpful. Definitely going back here more often,5,"4 Reviews , 3 Followers",1/29/2019 10:28,0,
3477,Mazzo - Marriott Executive Apartments,Phani Kumar,"Visited this place first time yesterday and being a rainy day can not get place next to pool,still it’s awesome place and loved it and recommended this to my office colleagues as well",5,2 Reviews,1/28/2019 12:53,0,
3478,Mazzo - Marriott Executive Apartments,Nikita,"Go to this place for its beautiful and serene ambience! Make sure you get an outside seating by the pool!
The food is okay but they can definitely do with adding some more variety to the menu. The service was good as well.",4,"37 Reviews , 27 Followers",1/24/2019 15:35,0,
3479,Mazzo - Marriott Executive Apartments,Jyotirmayee Reddy,"It was amazing the food was delicious and the service was amazing on always on time and everything was good... N white pasta was awesome u should try this..!!

Mr Sudhakar was very helpful he was very nice chef.. N the staff was also nice..
Good was awesome I will give 5 out of 5 Star ❤",5,"1 Review , 1 Follower",1/21/2019 0:15,2,
3480,Mazzo - Marriott Executive Apartments,Sushumna Rao,Serene ambience pool side with good food and friendly helpful staff. Though buffet option is there we went for a la karte. And freshly squeezed orange juice. Rooftop has an amazing city and Botanical garden view .,5,1 Review,1/15/2019 22:13,2,
3481,Mazzo - Marriott Executive Apartments,Priyanka Rathod,"Most amazing looking place in hyd, a total refreshing relaxing ambience ! Rooftop lovers its a must try , i m a rooftop place lover! Every inch of the place is worth a picture! I loved the burger esp ! I tried the thursday menu as i went on a thursday , they served me yummy kodi fry, kodi curry bagara rice , and yummiest smeiya paisam with a moctail (strawberry) i had the best time i m sure u guys will too :)",5,"10 Reviews , 549 Followers",1/15/2019 12:35,0,
3482,Mazzo - Marriott Executive Apartments,Sidhant Dhirsamant,"Revised Review:

It was an absolute delight to be at Mazzo. The view is something worth looking forward to. It’s probably among the best views at a restaurant that you can get in Hyderabad. After a not so pleasant first encounter, I decided to give it another attempt. And boy, this time, it was definitely worth.

We were welcomed warmly and the chef greeted us and carefully noted our preferences in food and taste. Soon after we were served with Fried Papad to nibble on and Cranberry Base Mocktail to give some company. The poolside table with that view is sure to make your evening.

A little later, the Hot and sour soup arrived. It was a tad bit spicy but it sure opened up all the taste senses to enjoy the dishes coming in later. For starters, we had Veg Manchurian and Paneer 65 served with the green chutney dip. The Veg Manchurian was a little more spicy, but tasted good anyway. And the Paneer 65 was absolute perfection, with the soft Paneer cooked in real balanced masala.

We, then got in Veg Lasagne and Veg Biryani for main course. The lasagne was cooked very differently from the ones that I had earlier. This had a very different taste, I’m not comparing in terms of better or worse, just a very different taste. And it was a delight not just to the taste buds but also to the eyes *winks*. The Biryani, as usual, was good. Accompanied with this was the Apple mint mojito which left a tingling sweet taste every time I had a sip.

The best was saved for the last. Although, we were full to the brim, I couldn’t leave the beautiful Rasmalai untouched. And of course, there’s always a separate stomach for desserts, so. 

Overall, I had a lovely evening with my sister, that day. And I recommend it for dates or business dinners, maybe even hangout with a friend or two, you’d have a sublime time, regardless of who you’re with.
.
.
.
Old Review:

Overall Rating - 3/5

Such a serene ambience, if only it was accompanied by some good food. Me and my sister dropped by this place one evening. I was struck with the beautiful view this place has at nights. We asked for the menu, a couple times, after which we finally got it. The menu has limited options and if you are looking for vegetarian items (like me), you hardly have a choice. We ordered in a Subz Shammi Kebab to start with. The staff took their own sweet time to serve it, but it was toothsome, which compensated for the delayed service (I guess). Due to lack of options for drinks, we settled for a Salted Lassi and a Hot Chocolate. I don't want to go into much depth, but well, they weren't great. Both the drinks had thin consistency. We then went ahead with the Vegetable Biryani, it was definitely appetizing along with the salan and the raita, but the quantity was less. 

I'm not sure if the poor service was because it was late when we arrived or some other reason. But, to be perfectly candid, I don't think I would spend the amount just to have a good view with standard food. Definitely, not worthy enough.",5,"137 Reviews , 813 Followers",1/14/2019 15:17,8,
3483,Mazzo - Marriott Executive Apartments,Eben Paul,"I have been a regular here @ Mazzo. Evereybody that has ever accompanied has fallen in love with this place. I would like to point out one special person ""Sudhakar"" he is the chef. A very polite and cordial gentleman, exactly sets the mood by dishing out the most mouth watering- smacking dishes. I would like to give him 5 stars for making me every visit memorable",5,"3 Reviews , 2 Followers",1/13/2019 19:32,1,
3484,Mazzo - Marriott Executive Apartments,Kiran Venkatarayappa,Really we enjoyed food here .. thanks for amazing food .. love to visted again and to have a tasty .. Thank you sudhar for your tasty food you provide,5,1 Review,1/13/2019 13:59,0,
3485,Mazzo - Marriott Executive Apartments,Robin Mukesh,Awesome experience from the beginning. Amit and the manager was too customer centric. They had a private party ongoing and they still took care of us very well. My kid was feeling cold so they bought a shovel that was too kind. Zomato Gold was accepted without any issues. Ordered Long Island Ice tea which was perfectly mixed and Margarita was Awesome. They served the buffet on the table while we were having our drinks. They checked with us every 20 minutes to make sure we had a good time and TASTY food. Lastly they bought a cake for my wife to celebrate her birthday. Definitely going to recommend this place for perfect and tasty food. Thank you Amit and the Manager on duty,5,"19 Reviews , 7 Followers",1/13/2019 1:56,0,
3486,Mazzo - Marriott Executive Apartments,Sambhangi Sandeep,"We loved the ambience to the fullest. Been here for my wife’s birthday dinner. Pool side/ lovely ambience/ buffet dinner - What else you want?
The buffet is simple and nice, nothing so great about the variety, but what ever they have - They are done well.

Amit and Pratik helped us and made us feel home. Thanks guys. Appreciate.

Apoorva Ganapathi",5,"234 Reviews , 688 Followers",1/12/2019 14:41,8,
3487,Mazzo - Marriott Executive Apartments,Virat Kothari,It is one of the best rooftop places in Hyderabad. Wonderful ambience and pristine environment in addition to city view puts this place in a goto list. The place has an Amazing Poolside outdoor sitting to offer.,5,"47 Reviews , 172 Followers",1/10/2019 11:04,1,
3488,Mazzo - Marriott Executive Apartments,Vaishaliwow88,"3 stars only for the ambience of this place. Its amazing !! For once, you forget that its actually in the city. Zero stars to the food though. We went for a sunday brunch. Limited menu and not so tasty food. Prawns were half cooked. To my surprise, drinks were good. Had apple Martini, which was really nice. But there are better sunday brunches in hyderabad than this.",3,"3 Reviews , 3 Followers",1/8/2019 22:12,1,
3489,Mazzo - Marriott Executive Apartments,Harsha Jonnala,"The ambience is extremely beautiful and so are the service levels with the staff being healthily courteous and interactive
The chef is ever ready to customise the dishes to your liking
The drinks were below par in comparison to the other aspects of the place",4,"5 Reviews , 95 Followers",1/7/2019 12:02,0,
3490,Mazzo - Marriott Executive Apartments,Kumuda Naidu,"Starting with the ambience it has a warm indoor and a pleasant outdoor with a pool
Polite staff
Food of gd taste (chicken biryani a must try )
Very late service ; takes around 20 minutes though the crowd is very less !",3,"30 Reviews , 21 Followers",1/6/2019 15:12,1,
3491,Mazzo - Marriott Executive Apartments,Srivatsav YM,Till now its the best place for a perfect dinner date if you really have one 😉. Food i rate it at 3.5 as pasta we ordered was half cooked but quantity was better than my expectations.,4,"8 Reviews , 123 Followers",1/3/2019 1:25,1,
3492,Mazzo - Marriott Executive Apartments,Surya.nandu.SN,A perfect date place to go. Open top pool view cool breeze and delicious food with your loved ones is a perfect combination. Prawns fry is at its best. Service is great and kind and special mention to Arun who served us with patience.,5,"42 Reviews , 11 Followers",12/31/2018 17:06,0,
3493,Mazzo - Marriott Executive Apartments,Sourav Datta,"Great ambiance with very poor service.

Food : 3.5/5 The starters were just OK, main course was a little better. For the price you pay and with the limited menu you want the tastes to be bang on and that was not the case. What disappointed most was the drinks, even a classic margarita was not properly made. It was orange is color and that is definitely not OK. 

Ambiance : 5/5 It definitely stands out for its ambiance. Lovely infinity pool overlooking the city and a sitting next to that really makes you feel awesome. One of the most beautiful ambiances among Hyderabadi restaurants.

Service : 2/5 This is where it is most disappointing, you will have to call multiple times to have someone cater to you. And after order it takes an immense time for the food to arrive. Service standards definitely needs to be improved for it to be counted among the fine restaurants of the city.

Price :  3/5 It is priced at per with some of the fine dining restaurants. But to be in the same league food taste and service would need to be improved.

Overall would probably visit them again for the ambiance but with the hope that service improves.",3,"78 Reviews , 1612 Followers",12/29/2018 16:38,8,
3494,Mazzo - Marriott Executive Apartments,Gopi,Nice place to spend with family great ambience warm welcoming great ambience of restaurants smiley faces quick service by service staff we will definitely come back to spent more time and same will suggest to my friends and family members.,5,1 Review,12/28/2018 19:00,0,
3495,Mazzo - Marriott Executive Apartments,Raj Choubey,"Okay, so finally I visited this amazing place I had heard so much of. The view of the city is really mesmerizing during evenings, the pool side view and the couple sitting area is one of their attractions.

Service is very slow which decreases their overall rating.
Food quality is good but not great. you can try white sauce chicken pasta, it will not disappoint you.
Ambiance is fantastic.
It's a costly affair so pick up only you have something special to celebrate.

3.5 rating overall, best is the ambiance rest you can get find it anywhere else.",5,"14 Reviews , 14 Followers",12/27/2018 11:57,0,
3496,Mazzo - Marriott Executive Apartments,Priyanka Patra,Visited on Christmas eve. I must say overall ambience is good. But buffet desert menu is limited and cost of the buffet must be updated on online zomato menu.(i.e online mentioned rate 999+ taxes which is actually 1200+ taxes),3,"1 Review , 1 Follower",12/25/2018 23:13,0,
3497,Mazzo - Marriott Executive Apartments,Siriisha Mulpura,"The moment we enter in we will fall in love with the place ., especially in the nights .. great view , friendly staff and yummy food . Try their chat and cheese balls ..",4,"27 Reviews , 183 Followers",12/17/2018 18:41,1,
3498,Mazzo - Marriott Executive Apartments,Khaleel Khurram,"Went there for midnight snacking. This place is simply amazing, i was blown away to have found this gem hidden at just over a serciced apartment hotel. Good food and picturesque view....If ur an insta addict, this place will cater u pretty well.",5,"10 Reviews , 12 Followers",12/16/2018 3:04,0,
3499,Mazzo - Marriott Executive Apartments,Nirjhar Sarkar,The chef was awesome! Made foods as per our request even though it wasn’t on the menu. Place you should go to if you want to have an awesome dine out experience.,5,"3 Reviews , 1 Follower",12/12/2018 23:51,0,
3500,Green Bawarchi Restaurant,Shivani Verma,Ordered food online. Horrible food. Full of spices and oil even after giving specific instructions not to make it spicy. Rotis were raw. Won’t recommend to anyone.,1,"6 Reviews , 9 Followers",5/20/2019 1:18,2,
3501,Green Bawarchi Restaurant,Akshay Kannolli,"There chicken Mandi is the best in gachibowli very tasty and worth the money just that they provide very less Mayonnaise on online orders , also it would be great if they could start a single piece version of the chicken Mandi for people like me who live alone",5,"29 Reviews , 11 Followers",5/9/2019 14:18,0,
3502,Green Bawarchi Restaurant,MD Nehal Afroz,Delivery on time,5,"6 Reviews , 1 Follower",4/29/2019 14:54,0,
3503,Green Bawarchi Restaurant,Bhairavi Kannan,The restaurant did not feel hygienic at all. There were house flies all over. The tables were wiped but felt really old and unclean. Couldn't order or taste anything to write a neat review for the so said reasons.,1,"44 Reviews , 86 Followers",4/21/2019 2:56,0,
3504,Green Bawarchi Restaurant,Kutubuddin Khan,"I am waiting for 25 mint. Staff this is eignor i tollk to not care. I am regular customer

Last bling time very very pathetic experience. Customers we have don't talk me. We have respect for guests. You have caser not respected. I am customer..plz plz plz manager be careful to the caser we not have respected hin very pathetic bave. I am regular customer. Last and fast",1,1 Review,4/19/2019 0:16,0,
3505,Green Bawarchi Restaurant,Ankan Ghorai,Food is good but not up to the mark and decor is not good at all. Not suitable for family. There is a A.C. on upstairs bit that also not that much hyganic,4,"2 Reviews , 6 Followers",4/17/2019 2:56,0,
3506,Green Bawarchi Restaurant,Jamal Khan,"worst food served by Green Bawarchi  i ever had in my life. it seems they packed stale food. quality was very bad. Thank God that food was not for guest. i will advise you all that please do not order food from green bawarchi.
we had ordered butter naa,n romali roti,shahi paneer qorma, chilli chicke and handi chiken biryani. no one was eatable except roti",1,"1 Review , 4 Followers",3/25/2019 10:05,0,
3507,Green Bawarchi Restaurant,Sk Saidul Islam,Green Bawarchi restaurant actually many times visit only for launch. Date 23-03-19 tomorrow same time visit. Speacilly my favorite dishes chicken biriyani & mutton biriyani. I order one hundi mutton biriyani. But I am very discpointed for this biriyani rice not good. And mutton raw. After few minutes order mutton curry & zera rice. Same discpointed. For food not good. And taste bellow poor,1,"1 Review , 1 Follower",3/24/2019 0:18,0,
3508,Green Bawarchi Restaurant,Hari Hara Sundaram,Very nice Mandi. All Mandi r best but service for Briyani section is not good. Quantity for the price is best pieces in Mandi r best. Go with friend to eat mandi,3,"3 Reviews , 3 Followers",2/17/2019 20:10,1,
3509,Green Bawarchi Restaurant,Pradeep,There are very few places where you get the original aroma and the taste of Mandi and amongst them this is one... excellent packaging and taste of the biryani hope this continues!,5,"11 Reviews , 3 Followers",1/30/2019 19:12,0,
